PropertyID,Name,Segment,Region,Stage,MonthlyRevenue,BuildTimeWeeks,ProjectedPenetrationTimeWeeks,ChurnRisk,UpgradePotential,ContactsAvailable
RES-0729,Residential Property 729,Residential,East,Closed Won,716,7,25,High,Moderate,2
RES-0730,Residential Property 730,Residential,West,Qualified,2520,20,7,Medium,High,2
RES-0731,Residential Property 731,Residential,East,Lead,2384,13,8,Medium,Moderate,4
RES-0732,Residential Property 732,Residential,East,Closed Lost,3013,18,6,High,High,1
RES-0733,Residential Property 733,Residential,West,Closed Lost,944,6,7,Low,Moderate,3
RES-0734,Residential Property 734,Residential,South,Lead,2645,6,29,Medium,None,2
RES-0735,Residential Property 735,Residential,West,Negotiation,651,10,27,High,High,1
RES-0736,Residential Property 736,Residential,West,Lead,3656,10,29,High,None,3
RES-0737,Residential Property 737,Residential,South,Proposal,3778,17,11,Low,High,4
RES-0738,Residential Property 738,Residential,East,Qualified,2805,3,10,High,Moderate,3
RES-0739,Residential Property 739,Residential,South,Qualified,3739,17,12,High,High,5
RES-0740,Residential Property 740,Residential,North,Closed Lost,1668,3,12,Medium,Moderate,1
RES-0741,Residential Property 741,Residential,West,Proposal,3643,9,30,Medium,None,1
RES-0742,Residential Property 742,Residential,North,Qualified,3757,12,14,Low,None,3
RES-0743,Residential Property 743,Residential,South,Negotiation,2525,17,29,Low,None,5
RES-0744,Residential Property 744,Residential,South,Lead,2007,9,5,Low,High,5
RES-0745,Residential Property 745,Residential,East,Closed Lost,4159,17,19,Medium,Moderate,2
RES-0746,Residential Property 746,Residential,North,Qualified,1471,5,12,Low,High,1
RES-0747,Residential Property 747,Residential,West,Lead,683,7,15,High,High,1
RES-0748,Residential Property 748,Residential,East,Closed Lost,825,17,19,Medium,High,3
RES-0749,Residential Property 749,Residential,East,Closed Lost,2945,8,24,Medium,High,2
RES-0750,Residential Property 750,Residential,West,Closed Lost,4040,14,30,Medium,Moderate,5
RES-0751,Residential Property 751,Residential,South,Closed Lost,2482,17,25,High,None,4
RES-0752,Residential Property 752,Residential,East,Closed Won,1962,8,20,Low,None,2
RES-0753,Residential Property 753,Residential,East,Proposal,820,15,22,High,None,3
RES-0754,Residential Property 754,Residential,South,Qualified,4764,13,18,Medium,Moderate,5
RES-0755,Residential Property 755,Residential,West,Negotiation,4579,10,30,Medium,High,3
RES-0756,Residential Property 756,Residential,North,Qualified,3733,19,20,Medium,Moderate,3
RES-0757,Residential Property 757,Residential,East,Proposal,3956,19,12,Medium,None,3
RES-0758,Residential Property 758,Residential,West,Lead,3285,11,17,High,None,5
RES-0759,Residential Property 759,Residential,West,Negotiation,2313,5,5,High,High,2
RES-0760,Residential Property 760,Residential,East,Lead,1483,9,20,Low,None,5
RES-0761,Residential Property 761,Residential,South,Proposal,2315,15,25,High,None,3
RES-0762,Residential Property 762,Residential,South,Lead,667,11,21,High,Moderate,1
RES-0763,Residential Property 763,Residential,East,Proposal,3220,14,28,High,Moderate,4
RES-0764,Residential Property 764,Residential,South,Closed Won,661,16,23,Low,Moderate,3
RES-0765,Residential Property 765,Residential,South,Closed Won,1035,8,29,Low,None,5
RES-0766,Residential Property 766,Residential,West,Closed Won,891,10,29,Medium,None,1
RES-0767,Residential Property 767,Residential,South,Proposal,1193,20,21,Medium,None,3
RES-0768,Residential Property 768,Residential,West,Qualified,954,20,6,Medium,None,2
RES-0769,Residential Property 769,Residential,East,Negotiation,1398,16,25,Medium,High,3
RES-0770,Residential Property 770,Residential,East,Qualified,2934,12,13,Low,Moderate,3
RES-0771,Residential Property 771,Residential,North,Proposal,4680,20,30,Medium,None,2
RES-0772,Residential Property 772,Residential,East,Lead,1939,10,8,Low,Moderate,2
RES-0773,Residential Property 773,Residential,South,Closed Won,4224,8,8,Low,Moderate,3
RES-0774,Residential Property 774,Residential,South,Qualified,2791,3,15,High,Moderate,3
RES-0775,Residential Property 775,Residential,South,Proposal,2872,13,13,Medium,Moderate,1
RES-0776,Residential Property 776,Residential,West,Closed Lost,3355,7,10,High,None,2
RES-0777,Residential Property 777,Residential,West,Qualified,2702,16,9,Low,High,5
RES-0778,Residential Property 778,Residential,North,Closed Won,1885,19,19,Low,High,2
RES-0779,Residential Property 779,Residential,West,Closed Won,861,11,20,Medium,High,2
RES-0780,Residential Property 780,Residential,South,Negotiation,1410,12,16,Medium,Moderate,4
RES-0781,Residential Property 781,Residential,North,Closed Won,3222,16,27,Low,Moderate,1
RES-0782,Residential Property 782,Residential,West,Lead,4512,11,26,Low,None,4
RES-0783,Residential Property 783,Residential,North,Negotiation,828,5,18,Medium,Moderate,2
RES-0784,Residential Property 784,Residential,South,Qualified,2362,17,24,Low,None,3
RES-0785,Residential Property 785,Residential,South,Closed Lost,2494,20,5,Low,High,4
RES-0786,Residential Property 786,Residential,East,Proposal,4558,11,13,High,None,1
RES-0787,Residential Property 787,Residential,East,Proposal,2977,15,15,High,High,1
RES-0788,Residential Property 788,Residential,West,Negotiation,788,10,16,High,None,1
RES-0789,Residential Property 789,Residential,South,Closed Won,2985,18,23,High,None,5
RES-0790,Residential Property 790,Residential,West,Closed Won,2156,15,21,Medium,None,5
RES-0791,Residential Property 791,Residential,North,Proposal,4719,14,10,High,None,1
RES-0792,Residential Property 792,Residential,South,Negotiation,774,15,23,Low,Moderate,4
RES-0793,Residential Property 793,Residential,North,Closed Lost,2314,12,14,High,None,2
RES-0794,Residential Property 794,Residential,North,Closed Won,515,18,8,High,None,5
RES-0795,Residential Property 795,Residential,East,Proposal,3915,16,17,High,None,3
RES-0796,Residential Property 796,Residential,East,Lead,1764,10,20,High,Moderate,5
RES-0797,Residential Property 797,Residential,South,Lead,1283,16,10,High,Moderate,4
RES-0798,Residential Property 798,Residential,West,Negotiation,2119,16,5,Medium,High,3
RES-0799,Residential Property 799,Residential,East,Lead,1579,14,8,Medium,High,5
RES-0800,Residential Property 800,Residential,East,Lead,4024,6,13,Medium,High,2
RES-0801,Residential Property 801,Residential,North,Lead,2251,5,25,Low,None,1
RES-0802,Residential Property 802,Residential,South,Negotiation,2311,8,12,Medium,Moderate,1
RES-0803,Residential Property 803,Residential,North,Proposal,3854,8,20,High,High,4
RES-0804,Residential Property 804,Residential,West,Negotiation,3645,6,28,Medium,High,4
RES-0805,Residential Property 805,Residential,North,Qualified,3378,10,16,High,None,5
RES-0806,Residential Property 806,Residential,South,Proposal,3250,5,29,High,None,1
RES-0807,Residential Property 807,Residential,South,Lead,1081,6,16,High,None,4
RES-0808,Residential Property 808,Residential,North,Qualified,4501,11,7,Medium,High,1
RES-0809,Residential Property 809,Residential,West,Closed Won,4059,17,7,Low,High,3
RES-0810,Residential Property 810,Residential,South,Lead,3575,10,9,High,High,4
RES-0811,Residential Property 811,Residential,West,Proposal,1038,16,22,Medium,High,4
RES-0812,Residential Property 812,Residential,South,Negotiation,1063,12,8,Low,None,3
RES-0813,Residential Property 813,Residential,East,Qualified,1330,13,17,High,High,2
RES-0814,Residential Property 814,Residential,West,Proposal,4605,10,9,Low,High,2
RES-0815,Residential Property 815,Residential,South,Proposal,2361,19,21,Medium,Moderate,2
RES-0816,Residential Property 816,Residential,North,Proposal,1392,10,26,Low,Moderate,5
RES-0817,Residential Property 817,Residential,North,Negotiation,1773,5,7,Low,Moderate,3
RES-0818,Residential Property 818,Residential,North,Qualified,3638,19,18,Medium,Moderate,2
RES-0819,Residential Property 819,Residential,West,Closed Lost,1714,15,23,Low,None,2
RES-0820,Residential Property 820,Residential,West,Lead,4936,13,29,Low,Moderate,5
RES-0821,Residential Property 821,Residential,North,Qualified,3524,6,28,Medium,High,4
RES-0822,Residential Property 822,Residential,East,Negotiation,3569,7,26,Low,Moderate,5
RES-0823,Residential Property 823,Residential,West,Negotiation,4900,5,22,Low,None,4
RES-0824,Residential Property 824,Residential,North,Closed Lost,539,17,5,Low,High,1
RES-0825,Residential Property 825,Residential,West,Closed Lost,4712,18,20,High,High,3
RES-0826,Residential Property 826,Residential,West,Closed Won,1882,10,11,High,High,1
RES-0827,Residential Property 827,Residential,West,Proposal,893,13,17,Low,None,2
RES-0828,Residential Property 828,Residential,South,Closed Won,3419,20,21,Low,None,3
RES-0829,Residential Property 829,Residential,East,Closed Won,4017,11,7,Low,Moderate,4
RES-0830,Residential Property 830,Residential,West,Negotiation,3128,5,27,High,None,5
RES-0831,Residential Property 831,Residential,North,Closed Won,2376,18,29,High,High,1
RES-0832,Residential Property 832,Residential,West,Lead,3691,11,13,High,Moderate,4
RES-0833,Residential Property 833,Residential,East,Proposal,896,13,24,High,Moderate,4
RES-0834,Residential Property 834,Residential,West,Lead,2360,16,14,Medium,High,1
RES-0835,Residential Property 835,Residential,East,Negotiation,3967,5,23,Medium,Moderate,1
RES-0836,Residential Property 836,Residential,North,Negotiation,4276,9,28,Medium,Moderate,1
RES-0837,Residential Property 837,Residential,North,Qualified,4940,5,12,Medium,Moderate,1
RES-0838,Residential Property 838,Residential,South,Closed Won,3787,12,14,High,Moderate,4
RES-0839,Residential Property 839,Residential,South,Closed Won,1433,19,7,Low,Moderate,2
RES-0840,Residential Property 840,Residential,West,Proposal,2487,7,22,Low,None,5
RES-0841,Residential Property 841,Residential,South,Closed Lost,2292,18,11,Low,Moderate,5
RES-0842,Residential Property 842,Residential,East,Closed Lost,1802,14,24,Medium,High,5
RES-0843,Residential Property 843,Residential,South,Qualified,602,7,19,Medium,High,1
RES-0844,Residential Property 844,Residential,North,Closed Lost,1548,14,18,High,None,1
RES-0845,Residential Property 845,Residential,West,Lead,1076,20,19,Low,High,5
RES-0846,Residential Property 846,Residential,East,Proposal,2901,4,6,High,High,3
RES-0847,Residential Property 847,Residential,West,Qualified,574,6,29,High,Moderate,3
RES-0848,Residential Property 848,Residential,West,Closed Lost,3811,11,26,Low,Moderate,2
RES-0849,Residential Property 849,Residential,South,Negotiation,1489,17,22,Low,Moderate,3
RES-0850,Residential Property 850,Residential,North,Negotiation,2514,19,21,Medium,Moderate,1
RES-0851,Residential Property 851,Residential,South,Closed Won,1207,7,20,Medium,High,4
RES-0852,Residential Property 852,Residential,North,Closed Won,2894,10,27,Low,High,1
RES-0853,Residential Property 853,Residential,East,Negotiation,3731,19,22,High,None,5
RES-0854,Residential Property 854,Residential,West,Closed Won,4256,17,27,High,High,2
RES-0855,Residential Property 855,Residential,West,Closed Won,3264,8,24,Low,High,5
RES-0856,Residential Property 856,Residential,South,Lead,3331,3,19,Medium,None,1
RES-0857,Residential Property 857,Residential,North,Qualified,2373,4,9,High,High,4
RES-0858,Residential Property 858,Residential,North,Qualified,1728,17,12,Medium,High,2
RES-0859,Residential Property 859,Residential,North,Negotiation,3632,7,8,Low,Moderate,4
RES-0860,Residential Property 860,Residential,West,Negotiation,4262,7,18,Low,Moderate,3
RES-0861,Residential Property 861,Residential,East,Closed Won,3478,16,25,High,High,1
RES-0862,Residential Property 862,Residential,East,Proposal,2037,7,7,Low,High,4
RES-0863,Residential Property 863,Residential,South,Closed Lost,1375,5,12,Medium,High,5
RES-0864,Residential Property 864,Residential,East,Proposal,4295,16,9,Low,None,5
RES-0865,Residential Property 865,Residential,South,Closed Lost,3966,18,12,Low,Moderate,2
RES-0866,Residential Property 866,Residential,North,Proposal,4009,15,25,Low,Moderate,1
RES-0867,Residential Property 867,Residential,North,Lead,2861,7,9,High,High,5
RES-0868,Residential Property 868,Residential,North,Negotiation,885,17,25,Medium,Moderate,4
RES-0869,Residential Property 869,Residential,South,Closed Lost,2815,5,19,Medium,None,5
RES-0870,Residential Property 870,Residential,West,Lead,4480,13,13,High,None,1
RES-0871,Residential Property 871,Residential,North,Qualified,1980,18,16,High,None,3
RES-0872,Residential Property 872,Residential,North,Qualified,2461,3,10,High,None,1
RES-0873,Residential Property 873,Residential,East,Closed Lost,3930,6,17,High,None,4
RES-0874,Residential Property 874,Residential,East,Negotiation,2141,15,23,High,None,1
RES-0875,Residential Property 875,Residential,South,Qualified,3267,17,30,High,High,5
RES-0876,Residential Property 876,Residential,East,Closed Won,507,6,8,Low,None,4
RES-0877,Residential Property 877,Residential,West,Negotiation,3145,8,26,Low,None,3
RES-0878,Residential Property 878,Residential,South,Negotiation,4472,6,22,Medium,Moderate,4
RES-0879,Residential Property 879,Residential,North,Negotiation,932,19,24,Low,High,5
RES-0880,Residential Property 880,Residential,East,Closed Lost,3068,17,28,Medium,None,1
RES-0881,Residential Property 881,Residential,South,Closed Lost,1566,5,12,High,High,4
RES-0882,Residential Property 882,Residential,East,Negotiation,3453,15,9,Low,Moderate,2
RES-0883,Residential Property 883,Residential,East,Closed Lost,1886,5,16,Low,Moderate,2
RES-0884,Residential Property 884,Residential,South,Closed Won,2110,18,17,High,None,1
RES-0885,Residential Property 885,Residential,North,Negotiation,1099,9,16,High,Moderate,1
RES-0886,Residential Property 886,Residential,East,Negotiation,2518,16,7,Low,None,3
RES-0887,Residential Property 887,Residential,South,Lead,4409,20,19,High,Moderate,1
RES-0888,Residential Property 888,Residential,South,Closed Lost,2546,15,25,Low,Moderate,3
RES-0889,Residential Property 889,Residential,South,Qualified,2324,4,18,Medium,None,2
RES-0890,Residential Property 890,Residential,North,Negotiation,741,5,15,Low,High,4
RES-0891,Residential Property 891,Residential,West,Proposal,2218,5,10,High,Moderate,1
RES-0892,Residential Property 892,Residential,South,Negotiation,1518,3,9,Medium,None,4
RES-0893,Residential Property 893,Residential,West,Negotiation,2281,18,26,Low,Moderate,1
RES-0894,Residential Property 894,Residential,South,Proposal,1256,12,15,High,High,1
RES-0895,Residential Property 895,Residential,North,Negotiation,542,9,11,Medium,Moderate,4
RES-0896,Residential Property 896,Residential,West,Closed Won,2336,7,7,Medium,High,1
RES-0897,Residential Property 897,Residential,North,Qualified,2527,19,6,Medium,None,3
RES-0898,Residential Property 898,Residential,East,Proposal,2783,17,7,Low,Moderate,1
RES-0899,Residential Property 899,Residential,South,Lead,3418,3,29,Low,High,4
RES-0900,Residential Property 900,Residential,West,Lead,3862,6,6,High,High,3
RES-0901,Residential Property 901,Residential,West,Lead,2355,5,16,High,Moderate,4
RES-0902,Residential Property 902,Residential,South,Lead,3756,7,6,Low,High,2
RES-0903,Residential Property 903,Residential,North,Closed Won,4860,7,15,High,None,5
RES-0904,Residential Property 904,Residential,North,Closed Won,4310,19,22,High,High,3
RES-0905,Residential Property 905,Residential,West,Closed Won,3047,12,7,Medium,Moderate,2
RES-0906,Residential Property 906,Residential,East,Closed Lost,3311,19,6,High,High,5
RES-0907,Residential Property 907,Residential,East,Negotiation,2739,12,21,High,Moderate,2
RES-0908,Residential Property 908,Residential,West,Closed Lost,2091,20,14,Low,None,2
RES-0909,Residential Property 909,Residential,South,Lead,998,10,19,Low,None,3
RES-0910,Residential Property 910,Residential,West,Closed Lost,1677,14,24,Medium,None,5
RES-0911,Residential Property 911,Residential,South,Closed Won,2033,15,30,Low,None,3
RES-0912,Residential Property 912,Residential,North,Closed Lost,4961,17,13,High,None,3
RES-0913,Residential Property 913,Residential,North,Closed Lost,706,17,24,Low,High,4
RES-0914,Residential Property 914,Residential,South,Qualified,2543,17,24,Medium,None,4
RES-0915,Residential Property 915,Residential,North,Qualified,539,9,13,Low,None,5
RES-0916,Residential Property 916,Residential,South,Closed Won,4611,10,26,Medium,Moderate,4
RES-0917,Residential Property 917,Residential,South,Closed Lost,2991,17,7,Medium,High,2
RES-0918,Residential Property 918,Residential,North,Closed Lost,2112,16,30,Low,None,1
RES-0919,Residential Property 919,Residential,North,Negotiation,1813,17,26,High,High,5
RES-0920,Residential Property 920,Residential,North,Negotiation,3214,8,12,Low,None,3
RES-0921,Residential Property 921,Residential,North,Lead,4525,13,12,Low,None,1
RES-0922,Residential Property 922,Residential,West,Closed Lost,1116,8,7,High,None,1
RES-0923,Residential Property 923,Residential,West,Proposal,1089,14,28,High,Moderate,2
RES-0924,Residential Property 924,Residential,South,Closed Won,2131,8,7,High,None,5
RES-0925,Residential Property 925,Residential,West,Proposal,4297,8,6,High,High,5
RES-0926,Residential Property 926,Residential,South,Closed Lost,1916,12,26,Low,None,4
RES-0927,Residential Property 927,Residential,East,Proposal,2394,8,17,High,High,3
RES-0928,Residential Property 928,Residential,West,Qualified,1871,7,25,Medium,High,5
RES-0929,Residential Property 929,Residential,South,Negotiation,3269,12,20,Medium,None,2
RES-0930,Residential Property 930,Residential,North,Closed Won,4854,10,6,Medium,None,1
RES-0931,Residential Property 931,Residential,East,Closed Lost,4959,17,9,High,Moderate,4
RES-0932,Residential Property 932,Residential,West,Closed Won,1133,5,24,High,Moderate,4
RES-0933,Residential Property 933,Residential,South,Qualified,4140,17,8,Medium,Moderate,5
RES-0934,Residential Property 934,Residential,East,Negotiation,1912,15,5,Medium,High,2
RES-0935,Residential Property 935,Residential,West,Closed Lost,3387,15,29,Medium,Moderate,4
RES-0936,Residential Property 936,Residential,South,Lead,4990,18,25,Medium,Moderate,2
RES-0937,Residential Property 937,Residential,South,Closed Won,4199,15,21,Medium,None,1
RES-0938,Residential Property 938,Residential,North,Closed Lost,3224,5,28,Low,Moderate,4
RES-0939,Residential Property 939,Residential,South,Closed Lost,2287,18,12,High,None,1
RES-0940,Residential Property 940,Residential,East,Lead,813,10,16,High,Moderate,2
RES-0941,Residential Property 941,Residential,North,Proposal,928,10,19,Medium,High,2
RES-0942,Residential Property 942,Residential,West,Negotiation,3896,16,24,Low,None,3
RES-0943,Residential Property 943,Residential,South,Closed Won,2798,16,6,Medium,None,4
RES-0944,Residential Property 944,Residential,North,Closed Lost,2047,14,12,Low,High,2
RES-0945,Residential Property 945,Residential,East,Closed Lost,4590,14,27,High,None,3
RES-0946,Residential Property 946,Residential,South,Closed Lost,4645,11,13,High,High,5
RES-0947,Residential Property 947,Residential,West,Negotiation,1332,19,24,Medium,Moderate,1
RES-0948,Residential Property 948,Residential,East,Qualified,1618,11,19,Medium,High,5
RES-0949,Residential Property 949,Residential,South,Proposal,883,15,29,Low,None,4
RES-0950,Residential Property 950,Residential,South,Qualified,2679,13,16,Medium,Moderate,2
RES-0951,Residential Property 951,Residential,West,Lead,1325,3,15,Medium,Moderate,4
RES-0952,Residential Property 952,Residential,East,Negotiation,2783,12,13,Low,High,5
RES-0953,Residential Property 953,Residential,West,Closed Won,4286,10,14,Low,Moderate,5
RES-0954,Residential Property 954,Residential,East,Qualified,4287,3,28,Medium,None,3
RES-0955,Residential Property 955,Residential,North,Closed Lost,4350,18,24,Medium,None,2
RES-0956,Residential Property 956,Residential,East,Qualified,2056,6,10,High,High,5
RES-0957,Residential Property 957,Residential,West,Proposal,852,17,12,Low,High,4
RES-0958,Residential Property 958,Residential,East,Negotiation,1701,9,29,Low,Moderate,2
RES-0959,Residential Property 959,Residential,North,Closed Won,795,3,8,Low,None,4
RES-0960,Residential Property 960,Residential,West,Negotiation,2163,18,23,High,None,2
RES-0961,Residential Property 961,Residential,West,Negotiation,1264,3,21,Medium,None,4
RES-0962,Residential Property 962,Residential,East,Closed Lost,4058,17,8,Low,Moderate,2
RES-0963,Residential Property 963,Residential,West,Negotiation,579,3,30,Medium,Moderate,1
RES-0964,Residential Property 964,Residential,North,Qualified,978,12,14,Medium,None,4
RES-0965,Residential Property 965,Residential,East,Closed Lost,989,9,22,Low,None,3
RES-0966,Residential Property 966,Residential,North,Proposal,4211,11,15,Medium,Moderate,2
RES-0967,Residential Property 967,Residential,East,Negotiation,2706,5,7,Low,High,4
RES-0968,Residential Property 968,Residential,North,Negotiation,657,13,7,Low,High,5
RES-0969,Residential Property 969,Residential,North,Closed Lost,1556,17,20,Low,None,4
RES-0970,Residential Property 970,Residential,West,Closed Won,3108,3,28,Medium,Moderate,4
RES-0971,Residential Property 971,Residential,West,Proposal,878,20,24,Medium,High,5
RES-0972,Residential Property 972,Residential,West,Closed Won,946,10,9,High,Moderate,5
RES-0973,Residential Property 973,Residential,North,Proposal,3910,18,12,High,Moderate,2
RES-0974,Residential Property 974,Residential,North,Qualified,1492,5,29,Medium,None,5
RES-0975,Residential Property 975,Residential,East,Proposal,2994,16,14,Low,Moderate,4
RES-0976,Residential Property 976,Residential,West,Closed Lost,2113,16,26,High,Moderate,4
RES-0977,Residential Property 977,Residential,South,Lead,3087,8,24,Medium,None,2
RES-0978,Residential Property 978,Residential,South,Closed Won,3288,5,25,High,None,3
RES-0979,Residential Property 979,Residential,East,Lead,910,18,27,Low,High,2
RES-0980,Residential Property 980,Residential,West,Qualified,3661,4,29,Low,None,4
RES-0981,Residential Property 981,Residential,South,Closed Lost,2538,11,25,Low,None,3
RES-0982,Residential Property 982,Residential,North,Proposal,1157,17,26,Low,None,1
RES-0983,Residential Property 983,Residential,West,Proposal,703,15,13,Low,Moderate,5
RES-0984,Residential Property 984,Residential,South,Lead,953,10,9,Low,Moderate,2
RES-0985,Residential Property 985,Residential,East,Negotiation,2180,5,18,Low,None,5
RES-0986,Residential Property 986,Residential,North,Lead,3245,20,26,Medium,None,5
RES-0987,Residential Property 987,Residential,South,Closed Lost,2270,5,18,Medium,None,5
RES-0988,Residential Property 988,Residential,North,Proposal,4802,12,6,Medium,Moderate,4
RES-0989,Residential Property 989,Residential,East,Closed Lost,4386,12,12,Medium,None,2
RES-0990,Residential Property 990,Residential,North,Closed Lost,2485,14,24,Medium,High,2
RES-0991,Residential Property 991,Residential,East,Closed Lost,3177,4,5,Low,High,1
RES-0992,Residential Property 992,Residential,North,Proposal,1376,7,9,High,Moderate,1
RES-0993,Residential Property 993,Residential,North,Qualified,3701,16,21,High,High,3
RES-0994,Residential Property 994,Residential,South,Negotiation,1690,3,12,Low,High,3
RES-0995,Residential Property 995,Residential,West,Closed Won,1851,8,5,Low,High,2
RES-0996,Residential Property 996,Residential,South,Negotiation,1231,19,26,Low,High,3
RES-0997,Residential Property 997,Residential,North,Closed Won,3507,9,26,High,High,2
RES-0998,Residential Property 998,Residential,South,Qualified,4578,19,17,Medium,None,4
RES-0999,Residential Property 999,Residential,East,Lead,2175,17,30,Low,High,2
RES-1000,Residential Property 1000,Residential,West,Closed Lost,4675,15,17,Medium,Moderate,3
MDU-0001,MDU Property 1,MDU,East,Closed Lost,556,18,24,Low,High,2
MDU-0002,MDU Property 2,MDU,East,Qualified,4079,13,24,High,None,2
MDU-0003,MDU Property 3,MDU,South,Closed Lost,1904,20,6,Low,None,5
MDU-0004,MDU Property 4,MDU,East,Proposal,550,14,10,Medium,None,4
MDU-0005,MDU Property 5,MDU,East,Closed Won,4078,15,15,Medium,Moderate,3
MDU-0006,MDU Property 6,MDU,South,Qualified,4606,10,20,Low,High,3
MDU-0007,MDU Property 7,MDU,South,Negotiation,3771,4,18,High,None,3
MDU-0008,MDU Property 8,MDU,West,Proposal,4980,20,15,Medium,None,4
MDU-0009,MDU Property 9,MDU,East,Closed Won,2272,11,22,Medium,High,5
MDU-0010,MDU Property 10,MDU,West,Closed Lost,2225,5,19,Low,High,5
MDU-0011,MDU Property 11,MDU,West,Lead,838,16,25,High,Moderate,5
MDU-0012,MDU Property 12,MDU,South,Closed Lost,3910,5,17,Low,Moderate,1
MDU-0013,MDU Property 13,MDU,East,Closed Lost,2236,8,23,Medium,Moderate,5
MDU-0014,MDU Property 14,MDU,South,Negotiation,2641,13,13,Medium,High,4
MDU-0015,MDU Property 15,MDU,West,Closed Lost,2294,15,11,Low,High,3
MDU-0016,MDU Property 16,MDU,South,Negotiation,2500,3,16,Low,None,3
MDU-0017,MDU Property 17,MDU,West,Proposal,565,15,9,High,High,5
MDU-0018,MDU Property 18,MDU,North,Closed Won,1377,10,22,High,None,3
MDU-0019,MDU Property 19,MDU,North,Proposal,1110,8,20,High,Moderate,2
MDU-0020,MDU Property 20,MDU,West,Negotiation,2880,19,22,Medium,None,4
MDU-0021,MDU Property 21,MDU,North,Closed Won,3016,3,19,Medium,High,2
MDU-0022,MDU Property 22,MDU,North,Closed Lost,3416,14,26,Medium,Moderate,2
MDU-0023,MDU Property 23,MDU,North,Lead,4890,10,8,Medium,None,5
MDU-0024,MDU Property 24,MDU,East,Proposal,4673,16,6,High,Moderate,3
MDU-0025,MDU Property 25,MDU,East,Proposal,2680,14,7,Low,None,5
MDU-0026,MDU Property 26,MDU,West,Qualified,963,11,15,Low,None,5
MDU-0027,MDU Property 27,MDU,West,Proposal,4415,11,20,Low,None,4
MDU-0028,MDU Property 28,MDU,East,Proposal,1594,9,24,High,None,1
MDU-0029,MDU Property 29,MDU,South,Proposal,2335,17,19,High,High,4
MDU-0030,MDU Property 30,MDU,West,Closed Lost,2901,12,30,High,None,2
MDU-0031,MDU Property 31,MDU,West,Negotiation,4416,7,23,High,None,5
MDU-0032,MDU Property 32,MDU,South,Lead,523,5,28,High,Moderate,2
MDU-0033,MDU Property 33,MDU,North,Lead,1209,3,16,High,Moderate,3
MDU-0034,MDU Property 34,MDU,South,Proposal,1127,7,25,High,Moderate,1
MDU-0035,MDU Property 35,MDU,North,Proposal,4209,5,28,Medium,Moderate,3
MDU-0036,MDU Property 36,MDU,West,Closed Lost,4942,11,5,High,None,1
MDU-0037,MDU Property 37,MDU,South,Negotiation,1281,20,16,High,None,3
MDU-0038,MDU Property 38,MDU,North,Proposal,799,16,30,Low,High,5
MDU-0039,MDU Property 39,MDU,North,Closed Lost,895,11,9,Low,Moderate,2
MDU-0040,MDU Property 40,MDU,West,Lead,3200,7,22,Low,High,5
MDU-0041,MDU Property 41,MDU,West,Qualified,1544,8,17,High,Moderate,3
MDU-0042,MDU Property 42,MDU,East,Proposal,543,12,11,Medium,High,2
MDU-0043,MDU Property 43,MDU,East,Lead,688,12,20,Low,High,3
MDU-0044,MDU Property 44,MDU,North,Proposal,4042,20,6,High,High,3
MDU-0045,MDU Property 45,MDU,East,Negotiation,2257,20,8,Low,None,4
MDU-0046,MDU Property 46,MDU,North,Negotiation,4060,5,24,High,Moderate,2
MDU-0047,MDU Property 47,MDU,North,Qualified,1451,20,21,Medium,High,3
MDU-0048,MDU Property 48,MDU,South,Closed Lost,3465,20,5,Medium,Moderate,5
MDU-0049,MDU Property 49,MDU,North,Closed Lost,741,17,27,Low,Moderate,1
MDU-0050,MDU Property 50,MDU,South,Closed Won,2817,13,28,High,None,5
MDU-0051,MDU Property 51,MDU,West,Qualified,4212,16,28,High,High,1
MDU-0052,MDU Property 52,MDU,West,Closed Lost,3915,12,7,High,High,4
MDU-0053,MDU Property 53,MDU,East,Qualified,2705,17,27,Low,None,4
MDU-0054,MDU Property 54,MDU,North,Closed Won,4967,16,24,Medium,None,1
MDU-0055,MDU Property 55,MDU,East,Proposal,988,17,11,High,None,2
MDU-0056,MDU Property 56,MDU,North,Closed Won,1147,10,6,Low,High,4
MDU-0057,MDU Property 57,MDU,West,Closed Won,4448,16,6,Medium,Moderate,4
MDU-0058,MDU Property 58,MDU,North,Closed Lost,3931,5,8,Low,High,4
MDU-0059,MDU Property 59,MDU,East,Proposal,4509,17,27,High,Moderate,5
MDU-0060,MDU Property 60,MDU,South,Negotiation,4291,12,13,Medium,High,5
MDU-0061,MDU Property 61,MDU,South,Negotiation,1068,14,17,Medium,None,5
MDU-0062,MDU Property 62,MDU,North,Closed Won,574,10,27,Low,Moderate,4
MDU-0063,MDU Property 63,MDU,South,Closed Won,1999,18,22,High,Moderate,4
MDU-0064,MDU Property 64,MDU,East,Proposal,2221,3,22,Low,None,1
MDU-0065,MDU Property 65,MDU,East,Closed Lost,3952,5,22,Medium,None,3
MDU-0066,MDU Property 66,MDU,East,Qualified,509,4,25,High,None,2
MDU-0067,MDU Property 67,MDU,South,Closed Won,1402,14,16,High,High,4
MDU-0068,MDU Property 68,MDU,East,Negotiation,4770,13,10,High,Moderate,5
MDU-0069,MDU Property 69,MDU,West,Closed Lost,1006,6,20,Low,None,4
MDU-0070,MDU Property 70,MDU,East,Proposal,4878,16,27,High,High,4
